web_url,local_file_path
https://www.dtu.ac.in/Web/notice/2025/june/file0671.pdf,downloaded_pdfs_meta/doc_74.pdf
https://www.dtu.ac.in/Web/notice/2025/jan/file0104.pdf,downloaded_pdfs_meta/doc_482.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0679.pdf,downloaded_pdfs_meta/doc_24.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0656.pdf,downloaded_pdfs_meta/doc_75.pdf
https://www.dtu.ac.in/Web/notice/2025/jan/file0103.pdf,downloaded_pdfs_meta/doc_483.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0669.pdf,downloaded_pdfs_meta/doc_76.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0670.pdf,downloaded_pdfs_meta/doc_25.pdf
https://www.dtu.ac.in/Web/notice/2025/jan/file0102.pdf,downloaded_pdfs_meta/doc_484.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0638.pdf,downloaded_pdfs_meta/doc_26.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0653.pdf,downloaded_pdfs_meta/doc_77.pdf
https://www.dtu.ac.in/Web/notice/2025/jan/file0101.pdf,downloaded_pdfs_meta/doc_485.pdf
https://www.dtu.ac.in/Web/Admission/brochure/2025/mtechByResearch_AdmissionBrochure.pdf,downloaded_pdfs_meta/doc_27.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0654.pdf,downloaded_pdfs_meta/doc_78.pdf
https://www.dtu.ac.in/Web/notice/2024/dec/file1258.pdf,downloaded_pdfs_meta/doc_486.pdf
https://www.dtu.ac.in/Web/Admission/brochure/2025/mtechByResearch_AdmissionBrochureres1.pdf,downloaded_pdfs_meta/doc_28.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0667.pdf,downloaded_pdfs_meta/doc_79.pdf
https://dtu.ac.in/Web/establishment/estd/noti/SENIORITY_FACULTY.pdf,downloaded_pdfs_meta/doc_487.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0623.pdf,downloaded_pdfs_meta/doc_29.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0666.pdf,downloaded_pdfs_meta/doc_80.pdf
https://www.dtu.ac.in/Web/notice/2024/dec/file1257.pdf,downloaded_pdfs_meta/doc_488.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0624.pdf,downloaded_pdfs_meta/doc_30.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0665.pdf,downloaded_pdfs_meta/doc_81.pdf
https://www.dtu.ac.in/Web/notice/2024/dec/file1256.pdf,downloaded_pdfs_meta/doc_489.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0636.pdf,downloaded_pdfs_meta/doc_31.pdf
https://www.dtu.ac.in/Web/notice/2025/june/file0664.pdf,downloaded_pdfs_meta/doc_82.pdf
https://www.dtu.ac.in/Web/notice/2024/dec/file1238.pdf,downloaded_pdfs_meta/doc_490.pdf
